256 256
60 89 3
60 90 1
60 91 8
60 92 9
60 93 6
60 94 8
60 95 7
60 96 6
60 97 1
60 98 3
60 99 1
60 100 10
60 101 10
60 102 7
60 103 3
60 104 4
60 105 10
60 106 3
60 107 3
60 108 3
60 109 6
60 110 10
60 111 9
60 112 6
60 113 6
60 114 10
60 115 10
60 116 8
60 117 2
60 118 3
60 119 6
60 120 3
60 121 3
60 122 4
60 123 2
60 124 2
60 125 6
60 126 5
60 127 2
60 128 8
60 129 8
60 130 10
60 131 9
60 132 3
60 133 1
60 134 9
60 135 8
60 136 3
60 137 8
60 138 5
60 139 8
60 140 7
60 141 3
60 142 9
60 143 6
60 144 9
60 145 1
60 146 8
60 147 1
60 148 2
60 149 4
60 150 2
60 151 3
60 152 6
60 153 5
60 154 8
60 155 2
60 156 9
60 157 7
60 158 10
60 159 5
60 160 2
60 161 6
60 162 6
60 163 3
60 164 9
60 165 9
60 166 10
60 167 9
60 168 3
60 169 1
60 170 7
60 171 10
60 172 1
60 173 9
60 174 3
60 175 1
60 176 5
60 177 4
60 178 10
60 179 7
60 180 1
60 181 3
60 182 8
60 183 3
60 184 6
60 185 3
60 186 5
60 187 8
60 188 10
60 189 8
60 190 2
60 191 10
60 192 3
60 193 9
60 194 3
60 195 7
60 196 7
60 197 7
60 198 2
60 199 7
60 200 10
60 201 3
60 202 9
60 203 9
60 204 8
60 205 7
60 206 4
60 207 3
60 208 9
60 209 8
60 210 7
60 211 1
60 212 5
60 213 1
60 214 9
60 215 1
60 216 5
60 217 7
60 218 4
60 219 4
60 220 9
60 221 8
60 222 9
60 223 4
60 224 3
60 225 10
60 226 8
60 227 10
60 228 7
60 229 4
60 230 7
60 231 3
60 232 4
60 233 8
60 234 2
60 235 2
60 236 1
60 237 2
60 238 2
60 239 6
60 240 1
60 241 4
60 242 3
60 243 10
60 244 9
60 245 6
60 246 9
60 247 9
60 248 5
60 249 2
60 250 6
60 251 9
60 252 4
60 253 3
60 254 10
60 255 5
61 0 4
61 1 7
61 2 1
61 3 10
61 4 4
61 5 3
61 6 1
61 7 6
61 8 7
61 9 4
61 10 3
61 11 2
61 12 8
61 13 4
61 14 8
61 15 4
61 16 6
61 17 4
61 18 8
61 19 2
61 20 10
61 21 4
61 22 1
61 23 10
61 24 7
61 25 10
61 26 2
61 27 7
61 28 7
61 29 8
61 30 9
61 31 3
61 32 6
61 33 7
61 34 1
61 35 2
61 36 7
61 37 7
61 38 1
61 39 8
61 40 5
61 41 6
61 42 10
61 43 8
61 44 1
61 45 9
61 46 8
61 47 7
61 48 4
61 49 5
61 50 4
61 51 5
61 52 6
61 53 6
61 54 6
61 55 2
61 56 8
61 57 1
61 58 1
61 59 1
61 60 3
61 61 7
61 62 4
61 63 9
61 64 8
61 65 7
61 66 4
61 67 1
61 68 9
61 69 7
61 70 9
61 71 1
61 72 7
61 73 5
61 74 6
61 75 7
61 76 8
61 77 9
61 78 2
61 79 1
61 80 5
61 81 7
61 82 5
61 83 9
61 84 1
61 85 1
61 86 8
61 87 5
61 88 2
61 89 1
61 90 2
61 91 1
61 92 5
61 93 8
61 94 9
61 95 9
61 96 6
61 97 9
61 98 3
61 99 10
61 100 6
61 101 4
61 102 5
61 103 6
61 104 1
61 105 9
61 106 10
61 107 6
61 108 8
61 109 7
61 110 9
61 111 9
61 112 3
61 113 9
61 114 9
61 115 1
61 116 6
61 117 4
61 118 10
61 119 9
61 120 1
61 121 4
61 122 6
61 123 10
61 124 1
61 125 3
61 126 7
61 127 5
61 128 5
61 129 4
61 130 3
61 131 1
61 132 10
61 133 8
61 134 4
61 135 1
61 136 2
61 137 4
61 138 8
61 139 1
61 140 8
61 141 5
61 142 10
61 143 9
61 144 8
61 145 5
61 146 4
61 147 1
61 148 7
61 149 1
61 150 9
61 151 6
61 152 9
61 153 10
61 154 6
61 155 2
61 156 3
61 157 8
61 158 10
61 159 6
61 160 4
61 161 7
61 162 1
61 163 2
61 164 4
61 165 5
61 166 3
61 167 1
61 168 3
61 169 7
61 170 10
61 171 1
61 172 7
61 173 6
61 174 10
61 175 2
61 176 7
61 177 4
61 178 5
61 179 6
61 180 5
61 181 3
61 182 9
61 183 6
61 184 10
61 185 8
61 186 2
61 187 4
61 188 3
61 189 5
61 190 8
61 191 2
61 192 9
61 193 8
61 194 1
61 195 4
61 196 5
61 197 10
61 198 6
61 199 1
61 200 8
61 201 4
61 202 5
61 203 4
61 204 2
61 205 3
61 206 1
61 207 9
61 208 1
61 209 10
61 210 6
61 211 7
61 212 7
61 213 2
61 214 9
61 215 6
61 216 8
61 217 8
61 218 6
61 219 2
61 220 10
61 221 1
61 222 1
61 223 7
61 224 6
61 225 4
61 226 5
61 227 6
61 228 8
61 229 1
61 230 3
61 231 4
61 232 10
61 233 7
61 234 10
61 235 10
61 236 4
61 237 3
61 238 5
61 239 3
61 240 7
61 241 9
61 242 5
61 243 6
61 244 7
61 245 2
61 246 3
61 247 3
61 248 6
61 249 7
61 250 2
61 251 7
61 252 7
61 253 7
61 254 10
61 255 7
62 0 9
62 1 10
62 2 3
62 3 3
62 4 10
62 5 3
62 6 2
62 7 9
62 8 7
62 9 2
62 10 7
62 11 4
62 12 5
62 13 6
62 14 3
62 15 10
62 16 6
62 17 1
62 18 4
62 19 1
62 20 2
62 21 9
62 22 5
62 23 8
62 24 9
62 25 2
62 26 2
62 27 10
62 28 4
62 29 8
62 30 10
62 31 5
62 32 10
62 33 1
62 34 10
62 35 1
62 36 5
62 37 10
62 38 9
62 39 7
62 40 8
62 41 10
62 42 8
62 43 1
62 44 8
62 45 7
62 46 5
62 47 8
62 48 6
62 49 6
62 50 6
62 51 4
62 52 4
62 53 6
62 54 1
62 55 9
62 56 1
62 57 10
62 58 4
62 59 1
62 60 6
62 61 10
62 62 9
62 63 8
62 64 3
62 65 5
62 66 5
62 67 6
62 68 3
62 69 8
62 70 6
62 71 8
62 72 6
62 73 2
62 74 8
62 75 1
62 76 10
62 77 3
62 78 5
62 79 10
62 80 2
62 81 5
62 82 6
62 83 2
62 84 7
62 85 3
62 86 1
62 87 7
62 88 2
62 89 1
62 90 5
62 91 1
62 92 5
62 93 6
62 94 1
62 95 10
62 96 4
62 97 10
62 98 8
62 99 2
62 100 7
62 101 7
62 102 3
62 103 8
62 104 4
62 105 7
62 106 2
62 107 5
62 108 7
62 109 1
62 110 3
62 111 7
62 112 5
62 113 5
62 114 2
62 115 2
62 116 8
62 117 7
62 118 9
62 119 4
62 120 3
62 121 4
62 122 6
62 123 6
62 124 3
62 125 7
62 126 9
62 127 4
62 128 7
62 129 10
62 130 3
62 131 3
62 132 7
62 133 2
62 134 3
62 135 3
62 136 6
62 137 8
62 138 6
62 139 2
62 140 6
62 141 6
62 142 7
62 143 2
62 144 8
62 145 9
62 146 4
62 147 2
62 148 1
62 149 4
62 150 3
62 151 9
62 152 3
62 153 1
62 154 5
62 155 3
62 156 8
62 157 5
62 158 10
62 159 7
62 160 5
62 161 9
62 162 6
62 163 6
62 164 8
62 165 8
62 166 8
62 167 6
62 168 10
62 169 2
62 170 3
62 171 2
62 172 6
62 173 4
62 174 10
62 175 3
62 176 10
62 177 4
62 178 4
62 179 6
62 180 8
62 181 7
62 182 7
62 183 10
62 184 10
62 185 3
62 186 1
62 187 2
62 188 3
62 189 6
62 190 5
62 191 8
62 192 7
62 193 9
62 194 3
62 195 6
62 196 6
62 197 1
62 198 10
62 199 6
62 200 4
62 201 4
62 202 9
62 203 7
62 204 9
62 205 9
62 206 7
62 207 1
62 208 4
62 209 1
62 210 10
62 211 6
62 212 1
62 213 9
62 214 2
62 215 10
62 216 9
62 217 1
62 218 9
62 219 2
62 220 7
62 221 7
62 222 7
62 223 4
62 224 6
62 225 8
62 226 8
62 227 4
62 228 7
62 229 2
62 230 4
62 231 4
62 232 1
62 233 4
62 234 3
62 235 4
62 236 6
62 237 3
62 238 6
62 239 10
62 240 4
62 241 6
62 242 3
62 243 9
62 244 10
62 245 9
62 246 3
62 247 4
62 248 3
62 249 6
62 250 3
62 251 9
62 252 3
62 253 6
62 254 3
62 255 3
63 0 2
63 1 5
63 2 2
63 3 9
63 4 7
63 5 6
63 6 8
63 7 7
63 8 10
63 9 4
63 10 1
63 11 9
63 12 9
63 13 5
63 14 7
63 15 8
63 16 9
63 17 6
63 18 10
63 19 8
63 20 2
63 21 8
63 22 10
63 23 4
63 24 4
63 25 1
63 26 9
63 27 5
63 28 10
63 29 7
63 30 10
63 31 6
63 32 5
63 33 5
63 34 1
63 35 6
63 36 2
63 37 9
63 38 8
63 39 5
63 40 9
63 41 10
63 42 9
63 43 1
63 44 7
63 45 7
63 46 8
63 47 7
63 48 8
63 49 7
63 50 7
63 51 6
63 52 6
63 53 7
63 54 8
63 55 1
63 56 2
63 57 9
63 58 3
63 59 3
63 60 7
63 61 6
63 62 8
63 63 8
63 64 1
63 65 2
63 66 9
63 67 9
63 68 7
63 69 3
63 70 6
63 71 10
63 72 7
63 73 1
63 74 5
63 75 7
63 76 3
63 77 7
63 78 7
63 79 5
63 80 2
63 81 6
63 82 5
63 83 7
63 84 7
63 85 9
63 86 8
63 87 10
63 88 5
63 89 2
63 90 10
63 91 7
63 92 4
63 93 8
63 94 3
63 95 5
63 96 5
63 97 8
63 98 1
63 99 7
63 100 7
63 101 6
63 102 10
63 103 10
63 104 2
63 105 6
63 106 1
63 107 9
63 108 2
63 109 5
63 110 5
63 111 3
63 112 3
63 113 2
63 114 2
63 115 7
63 116 7
63 117 4
63 118 2
63 119 6
63 120 7
63 121 3
63 122 5
63 123 1
63 124 8
63 125 7
63 126 3
63 127 1
63 128 7
63 129 1
63 130 7
63 131 10
63 132 9
63 133 3
63 134 9
63 135 5
63 136 2
63 137 5
63 138 4
63 139 8
63 140 3
63 141 9
63 142 8
63 143 2
63 144 2
63 145 8
63 146 1
63 147 5
63 148 2
63 149 1
63 150 3
63 151 4
63 152 8
63 153 8
63 154 2
63 155 9
63 156 4
63 157 6
63 158 9
63 159 6
63 160 4
63 161 8
63 162 3
63 163 10
63 164 8
63 165 6
63 166 10
63 167 9
63 168 8
63 169 7
63 170 8
63 171 9
63 172 9
63 173 9
63 174 7
63 175 3
63 176 3
63 177 2
63 178 9
63 179 3
63 180 6
63 181 8
63 182 3
63 183 8
63 184 6
63 185 6
63 186 2
63 187 4
63 188 7
63 189 9
63 190 5
63 191 8
63 192 4
63 193 8
63 194 10
63 195 9
63 196 1
63 197 10
63 198 8
63 199 7
63 200 4
63 201 10
63 202 5
63 203 9
63 204 1
63 205 10
63 206 3
63 207 8
63 208 5
63 209 8
63 210 3
63 211 3
63 212 5
63 213 3
63 214 4
63 215 2
63 216 6
63 217 9
63 218 10
63 219 5
63 220 10
63 221 7
63 222 4
63 223 8
63 224 5
63 225 2
63 226 3
63 227 3
63 228 3
63 229 4
63 230 5
63 231 2
63 232 1
63 233 10
63 234 7
63 235 9
63 236 10
63 237 7
63 238 2
63 239 10
63 240 2
63 241 5
63 242 1
63 243 2
63 244 2
63 245 10
63 246 4
63 247 10
63 248 6
63 249 10
63 250 2
63 251 7
63 252 8
63 253 6
63 254 4
63 255 2
64 0 2
64 1 6
64 2 10
64 3 3
64 4 2
64 5 4
64 6 6
64 7 5
64 8 8
64 9 7
64 10 4
64 11 10
64 12 6
64 13 9
64 14 7
64 15 10
64 16 3
64 17 1
64 18 9
64 19 1
64 20 9
64 21 1
64 22 2
64 23 10
64 24 5
64 25 8
64 26 8
64 27 9
64 28 6
64 29 6
64 30 5
64 31 1
64 32 9
64 33 1
64 34 5
64 35 6
64 36 1
64 37 4
64 38 7
64 39 5
64 40 4
64 41 10
64 42 3
64 43 1
64 44 2
64 45 1
64 46 7
64 47 2
64 48 9
64 49 3
64 50 8
64 51 3
64 52 7
64 53 10
64 54 7
64 55 5
64 56 10
64 57 2
64 58 4
64 59 6
64 60 10
64 61 2
64 62 7
64 63 10
64 64 2
64 65 5
64 66 6
64 67 5
64 68 6
64 69 1
64 70 8
64 71 2
64 72 10
64 73 2
64 74 8
64 75 10
64 76 8
64 77 9
64 78 8
64 79 1
64 80 10
64 81 8
64 82 6
64 83 3
64 84 4
64 85 9
64 86 1
64 87 10
64 88 2
64 89 4
64 90 9
64 91 10
64 92 10
64 93 10
64 94 8
64 95 1
64 96 5
64 97 9
64 98 2
64 99 5
64 100 3
64 101 5
64 102 10
64 103 6
64 104 7
64 105 4
64 106 7
64 107 3
64 108 4
64 109 4
64 110 5
64 111 1
64 112 9
64 113 1
64 114 10
64 115 1
64 116 4
64 117 8
64 118 1
64 119 7
64 120 3
64 121 9
64 122 5
64 123 10
64 124 2
64 125 8
64 126 8
64 127 10
64 128 3
64 129 1
64 130 7
64 131 3
64 132 3
64 133 7
64 134 6
64 135 3
64 136 8
64 137 1
64 138 8
64 139 9
64 140 1
64 141 8
64 142 5
64 143 1
64 144 2
64 145 8
64 146 5
64 147 1
64 148 10
64 149 2
64 150 8
64 151 1
64 152 2
64 153 2
64 154 4
64 155 10
64 156 3
64 157 7
64 158 5
64 159 7
64 160 5
64 161 6
64 162 7
64 163 4
64 164 8
64 165 6
64 166 6
64 167 4
64 168 6
64 169 3
64 170 6
64 171 3
64 172 9
64 173 8
64 174 9
64 175 8
64 176 7
64 177 1
64 178 8
64 179 1
64 180 8
64 181 8
64 182 5
64 183 6
64 184 5
64 185 6
64 186 6
64 187 9
64 188 2
64 189 6
64 190 6
64 191 7
64 192 7
64 193 1
64 194 7
64 195 4
64 196 5
64 197 10
64 198 6
64 199 3
64 200 7
64 201 4
64 202 5
64 203 8
64 204 3
64 205 5
64 206 4
64 207 1
64 208 6
64 209 3
64 210 8
64 211 1
64 212 8
64 213 3
64 214 6
64 215 9
64 216 9
64 217 8
64 218 7
64 219 5
64 220 9
64 221 10
64 222 2
64 223 3
64 224 5
64 225 4
64 226 1
64 227 9
64 228 7
64 229 5
64 230 8
64 231 5
64 232 5
64 233 2
64 234 9
64 235 7
64 236 5
64 237 10
64 238 2
64 239 6
64 240 6
64 241 10
64 242 3
64 243 5
64 244 8
64 245 3
64 246 6
64 247 10
64 248 4
64 249 1
64 250 1
64 251 6
64 252 3
64 253 10
64 254 9
64 255 5
65 0 9
65 1 5
65 2 4
65 3 9
65 4 5
65 5 6
65 6 4
65 7 8
65 8 4
65 9 6
65 10 1
65 11 1
65 12 3
65 13 1
65 14 7
65 15 4
65 16 10
65 17 4
65 18 5
65 19 5
65 20 3
65 21 3
65 22 3
65 23 4
65 24 4
65 25 4
65 26 1
65 27 7
65 28 3
65 29 1
65 30 3
65 31 8
65 32 3
65 33 10
65 34 1
65 35 6
65 36 1
65 37 8
65 38 1
65 39 2
65 40 3
65 41 5
65 42 9
65 43 2
65 44 4
65 45 2
65 46 9
65 47 1
65 48 4
65 49 1
65 50 7
65 51 4
65 52 2
65 53 9
65 54 6
65 55 7
65 56 9
65 57 7
65 58 4
65 59 6
65 60 3
65 61 10
65 62 4
65 63 6
65 64 9
65 65 6
65 66 1
65 67 8
65 68 7
65 69 7
65 70 3
65 71 3
65 72 6
65 73 6
65 74 5
65 75 7
65 76 6
65 77 9
65 78 4
65 79 7
65 80 3
65 81 2
65 82 10
65 83 3
65 84 1
65 85 6
65 86 8
65 87 9
65 88 3
65 89 5
65 90 4
65 91 9
65 92 1
65 93 2
65 94 3
65 95 6
65 96 7
65 97 8
65 98 1
65 99 4
65 100 10
65 101 1
65 102 5
65 103 10
65 104 1
65 105 7
65 106 4
65 107 5
65 108 4
65 109 4
65 110 8
65 111 4
65 112 5
65 113 6
65 114 2
65 115 5
65 116 9
65 117 1
65 118 7
65 119 10
65 120 6
65 121 2
65 122 9
65 123 7
65 124 3
65 125 5
65 126 10
65 127 6
65 128 4
65 129 8
65 130 3
65 131 5
65 132 10
65 133 8
65 134 4
65 135 6
65 136 2
65 137 7
65 138 2
65 139 10
65 140 5
65 141 6
65 142 5
65 143 5
65 144 2
65 145 6
65 146 2
65 147 2
65 148 7
65 149 8
65 150 7
65 151 1
65 152 2
65 153 1
65 154 9
65 155 7
65 156 10
65 157 10
65 158 4
65 159 10
65 160 4
65 161 7
65 162 8
65 163 9
65 164 6
65 165 7
65 166 10
65 167 9
65 168 9
65 169 3
65 170 6
65 171 3
65 172 6
65 173 10
65 174 2
65 175 10
65 176 10
65 177 9
65 178 7
65 179 5
65 180 8
65 181 1
65 182 2
65 183 10
65 184 9
65 185 4
65 186 10
65 187 3
65 188 4
65 189 10
65 190 3
65 191 2
65 192 2
65 193 4
65 194 4
65 195 1
65 196 3
65 197 8
65 198 2
65 199 9
65 200 4
65 201 7
65 202 4
65 203 1
65 204 5
65 205 5
65 206 9
65 207 6
65 208 3
65 209 10
65 210 3
65 211 5
65 212 3
65 213 7
65 214 8
65 215 3
65 216 9
65 217 4
65 218 3
65 219 5
65 220 8
65 221 9
65 222 8
65 223 7
65 224 1
65 225 2
65 226 4
65 227 3
65 228 2
65 229 7
65 230 8
65 231 4
65 232 6
65 233 4
65 234 6
65 235 6
65 236 9
65 237 5
65 238 2
65 239 3
65 240 8
65 241 4
65 242 1
65 243 10
65 244 2
65 245 4
65 246 1
65 247 6
65 248 1
65 249 8
65 250 6
65 251 1
65 252 3
65 253 2
65 254 5
65 255 4
66 0 1
66 1 3
66 2 2
66 3 6
66 4 3
66 5 4
66 6 2
66 7 9
66 8 5
66 9 7
66 10 9
66 11 2
66 12 6
66 13 3
66 14 4
66 15 7
66 16 1
66 17 7
66 18 6
66 19 6
66 20 10
66 21 2
66 22 8
66 23 7
66 24 5
66 25 6
66 26 4
66 27 10
66 28 1
66 29 10
66 30 5
66 31 6
66 32 3
66 33 8
66 34 5
66 35 7
66 36 8
66 37 10
66 38 3
66 39 8
66 40 10
66 41 9
66 42 10
66 43 2
66 44 6
66 45 8
66 46 9
66 47 7
66 48 1
66 49 1
66 50 4
66 51 3
66 52 6
66 53 7
66 54 5
66 55 5
66 56 10
66 57 8
66 58 2
66 59 4
66 60 2
66 61 8
66 62 3
66 63 6
66 64 7
66 65 6
66 66 3
66 67 6
66 68 1
66 69 9
66 70 6
66 71 5
66 72 10
66 73 2
66 74 5
66 75 6
66 76 10
66 77 5
66 78 3
66 79 8
66 80 4
66 81 1
66 82 5
66 83 5
66 84 2
66 85 1
66 86 10
66 87 2
66 88 2
66 89 2
66 90 8
66 91 1
66 92 4
66 93 3
66 94 8
66 95 10
66 96 6
66 97 3
66 98 5
66 99 4
66 100 2
66 101 10
66 102 5
66 103 2
66 104 7
66 105 6
66 106 8
66 107 1
66 108 5
66 109 8
66 110 9
66 111 7
66 112 3
66 113 10
66 114 1
66 115 8
66 116 1
66 117 1
66 118 10
66 119 2
66 120 10
66 121 8
66 122 1
66 123 5
66 124 5
66 125 5
66 126 10
66 127 5
66 128 4
66 129 10
66 130 6
66 131 2
66 132 3
66 133 4
66 134 5
66 135 4
66 136 6
66 137 7
66 138 8
66 139 5
66 140 7
66 141 8
66 142 10
66 143 7
66 144 2
66 145 9
66 146 10
66 147 6
66 148 3
66 149 7
66 150 9
66 151 9
66 152 3
66 153 6
66 154 6
66 155 1
66 156 8
66 157 8
66 158 8
66 159 8
66 160 4
66 161 7
66 162 7
66 163 4
66 164 9
66 165 5
66 166 3
66 167 1
66 168 6
66 169 5
66 170 7
66 171 2
66 172 3
66 173 7
66 174 7
66 175 1
66 176 7
66 177 7
66 178 5
66 179 5
66 180 9
66 181 9
66 182 3
66 183 8
66 184 2
66 185 7
66 186 4
66 187 3
66 188 4
66 189 4
66 190 7
66 191 10
66 192 9
66 193 6
66 194 5
66 195 7
66 196 7
66 197 2
66 198 3
66 199 10
66 200 6
66 201 2
66 202 1
66 203 8
66 204 7
66 205 2
66 206 8
66 207 6
66 208 2
66 209 9
66 210 6
66 211 8
66 212 3
66 213 3
66 214 6
66 215 8
66 216 6
66 217 1
66 218 10
66 219 4
66 220 2
66 221 2
66 222 7
66 223 9
66 224 2
66 225 8
66 226 6
66 227 2
66 228 8
66 229 9
66 230 10
66 231 1
66 232 4
66 233 2
66 234 3
66 235 5
66 236 3
66 237 10
66 238 3
66 239 4
66 240 3
66 241 3
66 242 10
66 243 9
66 244 7
66 245 7
66 246 10
66 247 1
66 248 8
66 249 1
66 250 8
66 251 9
66 252 10
66 253 5
66 254 6
66 255 3
67 0 3
67 1 8
67 2 1
67 3 6
67 4 5
67 5 2
67 6 8
67 7 7
67 8 1
67 9 8
67 10 4
67 11 4
67 12 2
67 13 5
67 14 4
67 15 10
67 16 10
67 17 10
67 18 1
67 19 7
67 20 6
67 21 2
67 22 1
67 23 4
67 24 5
67 25 8
67 26 1
67 27 2
67 28 4
67 29 9
67 30 3
67 31 8
67 32 10
67 33 6
67 34 4
67 35 10
67 36 7
67 37 2
67 38 7
67 39 7
67 40 6
67 41 5
67 42 8
67 43 2
67 44 9
67 45 6
67 46 2
67 47 1
67 48 1
67 49 2
67 50 9
67 51 10
67 52 4
67 53 4
67 54 3
67 55 2
67 56 3
67 57 10
67 58 6
67 59 10
67 60 8
67 61 4
67 62 10
67 63 10
67 64 3
67 65 10
67 66 10
67 67 2
67 68 6
67 69 9
67 70 4
67 71 3
67 72 2
67 73 2
67 74 10
67 75 10
67 76 6
67 77 2
67 78 8
67 79 10
67 80 8
67 81 3
67 82 4
67 83 6
67 84 1
67 85 1
67 86 1
67 87 9
67 88 6
67 89 4
67 90 4
67 91 8
67 92 8
67 93 1
67 94 2
67 95 8
67 96 3
67 97 3
67 98 1
67 99 2
67 100 10
67 101 8
67 102 7
67 103 2
67 104 3
67 105 10
67 106 7
67 107 3
67 108 10
67 109 2
67 110 1
67 111 8
67 112 8
67 113 6
67 114 9
67 115 2
67 116 7
67 117 9
67 118 7
67 119 7
67 120 8
67 121 6
67 122 2
67 123 8
67 124 4
67 125 1
67 126 9
67 127 3
67 128 3
67 129 7
67 130 8
67 131 7
67 132 3
67 133 10
67 134 6
67 135 7
67 136 7
67 137 7
67 138 6
67 139 2
67 140 10
67 141 2
67 142 3
67 143 10
67 144 10
67 145 5
67 146 8
67 147 10
67 148 5
67 149 3
67 150 9
67 151 9
67 152 10
67 153 7
67 154 7
67 155 7
67 156 3
67 157 8
67 158 5
67 159 10
67 160 8
67 161 7
67 162 6
67 163 5
67 164 2
67 165 2
67 166 5
67 167 2
67 168 9
67 169 5
67 170 5
67 171 8
67 172 1
67 173 5
67 174 10
67 175 6
67 176 7
67 177 4
67 178 8
67 179 5
67 180 8
67 181 10
67 182 10
67 183 7
67 184 10
67 185 7
67 186 9
67 187 9
67 188 1
67 189 5
67 190 10
67 191 3
67 192 7
67 193 6
67 194 9
67 195 6
67 196 6
67 197 3
67 198 7
67 199 10
67 200 6
67 201 9
67 202 10
67 203 3
67 204 3
67 205 9
67 206 3
67 207 6
67 208 5
67 209 7
67 210 7
67 211 2
67 212 4
67 213 7
67 214 8
67 215 3
67 216 4
67 217 6
67 218 1
67 219 2
67 220 10
67 221 6
67 222 7
67 223 6
67 224 5
67 225 4
67 226 1
67 227 2
67 228 4
67 229 5
67 230 9
67 231 6
67 232 6
67 233 4
67 234 1
67 235 4
67 236 4
67 237 1
67 238 1
67 239 10
67 240 6
67 241 4
67 242 1
67 243 4
67 244 6
67 245 5
67 246 6
67 247 1
67 248 4
67 249 5
67 250 4
67 251 8
67 252 10
67 253 6
67 254 3
67 255 7
68 0 6
68 1 10
68 2 1
68 3 8
68 4 6
68 5 5
68 6 2
68 7 9
68 8 3
68 9 5
68 10 10
68 11 1
68 12 7
68 13 1
68 14 7
68 15 7
68 16 6
68 17 7
68 18 4
68 19 5
68 20 2
68 21 4
68 22 4
68 23 2
68 24 2
68 25 4
68 26 1
68 27 10
68 28 3
68 29 8
68 30 6
68 31 4
68 32 8
68 33 1
68 34 5
68 35 6
68 36 2
68 37 6
68 38 10
68 39 9
68 40 3
68 41 10
68 42 3
68 43 10
68 44 1
68 45 1
68 46 7
68 47 8
68 48 6
68 49 10
68 50 1
68 51 10
68 52 3
68 53 5
68 54 6
68 55 9
68 56 9
68 57 1
68 58 3
68 59 7
68 60 4
68 61 4
68 62 7
68 63 4
68 64 3
68 65 3
68 66 3
68 67 10
68 68 3
68 69 10
68 70 1
68 71 3
68 72 4
68 73 2
68 74 8
68 75 7
68 76 4
68 77 6
68 78 10
68 79 7
68 80 4
68 81 3
68 82 8
68 83 6
68 84 6
68 85 1
68 86 6
68 87 5
68 88 4
68 89 2
68 90 10
68 91 2
68 92 9
68 93 3
68 94 2
68 95 9
68 96 10
68 97 9
68 98 9
68 99 3
68 100 2
68 101 7
68 102 6
68 103 6
68 104 6
68 105 9
68 106 1
68 107 7
68 108 8
68 109 2
68 110 2
68 111 2
68 112 7
68 113 3
68 114 6
68 115 10
68 116 4
68 117 1
68 118 1
68 119 1
68 120 5
68 121 4
68 122 10
68 123 10
68 124 7
68 125 3
68 126 6
68 127 4
68 128 8
68 129 9
68 130 6
68 131 8
68 132 8
68 133 3
68 134 6
68 135 6
68 136 9
68 137 10
68 138 5
68 139 7
68 140 4
68 141 2
68 142 3
68 143 1
68 144 1
68 145 10
68 146 6
68 147 8
68 148 3
68 149 3
68 150 1
68 151 3
68 152 7
68 153 4
68 154 4
68 155 9
68 156 4
68 157 2
68 158 4
68 159 8
68 160 9
68 161 1
68 162 10
68 163 8
68 164 4
68 165 6
68 166 4
68 167 9
68 168 7
68 169 1
68 170 4
68 171 8
68 172 7
68 173 5
68 174 7
68 175 3
68 176 3
68 177 4
68 178 3
68 179 6
68 180 8
68 181 3
68 182 10
68 183 5
68 184 7
68 185 8
68 186 7
68 187 4
68 188 2
68 189 4
68 190 4
68 191 7
68 192 5
68 193 8
68 194 2
68 195 9
68 196 7
68 197 3
68 198 1
68 199 2
68 200 2
68 201 5
68 202 2
68 203 5
68 204 1
68 205 4
68 206 7
68 207 6
68 208 7
68 209 4
68 210 8
68 211 5
68 212 2
68 213 7
68 214 9
68 215 10
68 216 3
68 217 5
68 218 3
68 219 10
68 220 7
68 221 7
68 222 6
68 223 8
68 224 10
68 225 7
68 226 9
68 227 4
68 228 4
68 229 1
68 230 3
68 231 5
68 232 1
68 233 9
68 234 1
68 235 1
68 236 9
68 237 9
68 238 9
68 239 6
68 240 10
68 241 2
68 242 5
68 243 4
68 244 5
68 245 10
68 246 6
68 247 8
68 248 7
68 249 4
68 250 3
68 251 10
68 252 7
68 253 5
68 254 5
68 255 7
69 0 6
69 1 10
69 2 7
69 3 7
69 4 7
69 5 9
69 6 3
69 7 10
69 8 7
69 9 7
69 10 8
69 11 5
69 12 2
69 13 6
69 14 3
69 15 4
69 16 4
69 17 4
69 18 5
69 19 2
69 20 10
69 21 10
69 22 3
69 23 2
69 24 10
69 25 3
69 26 4
69 27 3
69 28 9
69 29 1
69 30 5
69 31 2
69 32 1
69 33 1
69 34 5
69 35 4
69 36 8
69 37 6
69 38 6
69 39 7
69 40 6
69 41 8
69 42 10
69 43 2
69 44 9
69 45 9
69 46 1
69 47 1
69 48 7
69 49 4
69 50 6
69 51 8
69 52 10
69 53 3
69 54 7
69 55 5
69 56 7
69 57 7
69 58 9
69 59 1
69 60 3
69 61 9
69 62 8
69 63 8
69 64 6
69 65 7
69 66 6
69 67 9
69 68 2
69 69 6
69 70 3
69 71 4
69 72 6
69 73 9
69 74 4
69 75 6
69 76 10
69 77 6
69 78 8
69 79 1
69 80 6
69 81 5
69 82 5
69 83 3
69 84 9
69 85 3
69 86 8
69 87 7
69 88 7
69 89 6
69 90 4
69 91 1
69 92 2
69 93 5
69 94 3
69 95 7
69 96 4
69 97 6
69 98 2
69 99 9
69 100 3
69 101 1
69 102 7
69 103 5
69 104 6
69 105 5
69 106 9
69 107 4
69 108 4
69 109 5
69 110 10
69 111 3
69 112 5
69 113 6
69 114 4
69 115 7
69 116 10
